fecha,id_sku,categoria,volumen_litros,formato_envase,cantidad_vendida_total,stock_apertura,ingresos_almacen,stock_disponible_cierre,stock_minimo,precio_unitario_promedio,descuento_total,porcentaje_descuento_promedio,inversion_ads_total,clics_total,impresiones_total,conversiones_total,temperatura_promedio_celsius,temperatura_maxima_celsius,humedad_porcentaje,precipitacion_mm,alerta_ola_calor,numero_dia_semana,mes,trimestre,es_fin_de_semana,es_feriado,es_quincena,es_fin_mes,temporada,ventas_lag1,ventas_lag7,ventas_roll7,ads_lag1,ads_lag3,riesgo_demanda_censurada,fecha_creacion,fecha_modificacion,usuario_modificacion
2024-01-26,SKU_20L,Familiar,20.0,Bidón,82,328,0,246,120,7.5,0.0,0.0,111.58,1583,153565,76,22.5,25.7,68.9,1.9,False,5,1,1,False,False,False,False,Verano,90,90,86.43,76.2,87.53,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-27,SKU_20L,Familiar,20.0,Bidón,105,246,0,141,120,7.5,0.0,0.0,124.4,1524,138992,35,22.0,25.2,76.0,0.0,False,6,1,1,True,False,False,False,Verano,82,120,84.29,111.58,65.17,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-28,SKU_20L,Familiar,20.0,Bidón,88,414,273,326,120,7.5,0.0,0.0,0.0,0,0,0,22.6,27.6,70.8,0.0,False,7,1,1,True,False,False,False,Verano,105,103,82.14,124.4,76.2,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-29,SKU_20L,Familiar,20.0,Bidón,90,326,0,236,120,7.5,0.0,0.0,0.0,0,0,0,22.1,26.4,79.0,0.0,False,1,1,1,False,False,False,False,Verano,88,69,85.14,0.0,111.58,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-30,SKU_20L,Familiar,20.0,Bidón,102,236,0,134,120,7.5,0.0,0.0,0.0,0,0,0,23.3,26.0,83.6,0.0,False,2,1,1,False,False,True,False,Verano,90,60,91.14,0.0,124.4,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-31,SKU_20L,Familiar,20.0,Bidón,92,369,235,277,120,7.5,0.0,0.0,0.0,0,0,0,24.2,26.8,77.5,0.0,False,3,1,1,False,False,True,True,Verano,102,81,92.71,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-01,SKU_20L,Familiar,20.0,Bidón,73,608,331,535,120,7.5,0.0,0.0,0.0,0,0,0,22.1,26.3,77.8,0.0,False,4,2,1,False,False,False,False,Verano,92,90,90.29,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-02,SKU_20L,Familiar,20.0,Bidón,79,535,0,456,120,7.5,0.0,0.0,49.07,325,16091,12,22.7,25.5,71.8,0.0,False,5,2,1,False,False,False,False,Verano,73,82,89.86,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-03,SKU_20L,Familiar,20.0,Bidón,136,456,0,320,120,7.5,0.0,0.0,115.68,1529,58489,32,23.8,28.3,69.5,0.0,True,6,2,1,True,False,False,False,Verano,79,105,94.29,49.07,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-04,SKU_20L,Familiar,20.0,Bidón,117,320,0,203,120,7.5,0.0,0.0,251.16,2406,136774,67,22.9,27.7,74.3,0.0,False,7,2,1,True,False,False,False,Verano,136,88,98.43,115.68,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-05,SKU_20L,Familiar,20.0,Bidón,107,203,0,96,120,7.5,0.0,0.0,238.82,2389,212238,76,22.3,26.6,70.5,0.0,False,1,2,1,False,False,False,False,Verano,117,90,100.86,251.16,49.07,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-06,SKU_20L,Familiar,20.0,Bidón,104,538,442,434,120,7.5,0.0,0.0,235.64,2405,164510,92,23.8,26.6,79.2,0.0,False,2,2,1,False,False,False,False,Verano,107,102,101.14,238.82,115.68,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-07,SKU_20L,Familiar,20.0,Bidón,86,434,0,348,120,7.5,0.0,0.0,167.77,1914,109150,70,23.7,26.2,71.6,0.0,False,3,2,1,False,False,False,False,Verano,104,92,100.29,235.64,251.16,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-08,SKU_20L,Familiar,20.0,Bidón,100,701,353,601,120,7.5,0.0,0.0,157.37,1991,139722,66,24.3,27.4,79.2,0.0,False,4,2,1,False,False,False,False,Verano,86,73,104.14,167.77,238.82,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-09,SKU_20L,Familiar,20.0,Bidón,109,601,0,492,120,7.5,0.0,0.0,288.24,3776,218311,170,24.5,28.6,70.5,0.0,True,5,2,1,False,False,False,False,Verano,100,79,108.43,157.37,235.64,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-10,SKU_20L,Familiar,20.0,Bidón,119,492,0,373,120,7.5,0.0,0.0,260.09,2789,184647,119,23.0,26.4,75.7,0.0,False,6,2,1,True,False,False,False,Verano,109,136,106.0,288.24,167.77,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-11,SKU_20L,Familiar,20.0,Bidón,140,373,0,233,120,7.5,0.0,0.0,285.6,3492,226378,73,23.7,28.4,75.9,0.0,True,7,2,1,True,False,False,False,Verano,119,117,109.29,260.09,157.37,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-12,SKU_20L,Familiar,20.0,Bidón,140,233,0,93,120,6.6,126.0,12.0,250.98,2629,189981,72,26.0,29.7,72.8,0.0,True,1,2,1,False,False,False,False,Verano,140,107,114.0,285.6,288.24,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-13,SKU_20L,Familiar,20.0,Bidón,92,407,314,315,120,6.6,82.8,12.0,183.63,1756,129216,36,23.0,27.9,77.0,0.0,False,2,2,1,False,False,False,False,Verano,140,104,112.29,250.98,260.09,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-14,SKU_20L,Familiar,20.0,Bidón,117,315,0,198,120,6.6,105.3,12.0,102.74,1103,78357,27,23.9,28.8,77.3,0.0,True,3,2,1,False,False,False,False,Verano,92,86,116.71,183.63,285.6,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-15,SKU_20L,Familiar,20.0,Bidón,155,451,253,296,120,6.6,139.5,12.0,242.76,2161,112914,81,23.4,28.0,68.7,0.0,False,4,2,1,False,False,True,False,Verano,117,100,124.57,102.74,250.98,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-16,SKU_20L,Familiar,20.0,Bidón,127,296,0,169,120,6.6,114.3,12.0,264.8,3056,204139,78,24.7,28.9,74.0,0.0,True,5,2,1,False,False,False,False,Verano,155,109,127.14,242.76,183.63,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-17,SKU_20L,Familiar,20.0,Bidón,137,169,0,32,120,6.6,123.3,12.0,48.78,724,32119,36,24.2,28.9,69.4,0.0,True,6,2,1,True,False,False,False,Verano,127,119,129.71,264.8,102.74,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-18,SKU_20L,Familiar,20.0,Bidón,111,248,216,137,120,6.6,99.9,12.0,271.29,2738,168381,106,23.5,26.7,80.2,0.0,False,7,2,1,True,False,False,False,Verano,137,140,125.57,48.78,242.76,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-19,SKU_20L,Familiar,20.0,Bidón,106,433,296,327,120,7.5,0.0,0.0,261.83,2955,166736,129,24.7,29.2,89.0,0.0,True,1,2,1,False,False,False,False,Verano,111,140,120.71,271.29,264.8,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-20,SKU_20L,Familiar,20.0,Bidón,113,327,0,214,120,7.5,0.0,0.0,196.64,2097,77694,71,24.6,27.9,74.4,0.0,False,2,2,1,False,False,False,False,Verano,106,92,123.71,261.83,48.78,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-21,SKU_20L,Familiar,20.0,Bidón,97,214,0,117,120,7.5,0.0,0.0,159.32,1630,65345,58,24.1,27.7,74.5,0.0,False,3,2,1,False,False,False,False,Verano,113,117,120.86,196.64,271.29,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-22,SKU_20L,Familiar,20.0,Bidón,109,439,322,330,120,7.5,0.0,0.0,162.14,1718,78103,62,24.2,26.8,74.3,0.0,False,4,2,1,False,False,False,False,Verano,97,155,114.29,159.32,261.83,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-23,SKU_20L,Familiar,20.0,Bidón,108,330,0,222,120,7.5,0.0,0.0,164.56,1676,78769,29,24.6,29.1,69.3,0.0,True,5,2,1,False,False,False,False,Verano,109,127,111.57,162.14,196.64,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-24,SKU_20L,Familiar,20.0,Bidón,139,222,0,83,120,7.5,0.0,0.0,143.33,1676,103750,62,26.6,30.7,79.3,0.0,True,6,2,1,True,False,False,False,Verano,108,137,111.86,164.56,159.32,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-25,SKU_20L,Familiar,20.0,Bidón,93,218,135,125,120,7.5,0.0,0.0,82.22,1570,102491,66,23.1,27.6,75.8,0.0,False,7,2,1,True,False,False,False,Verano,139,111,109.29,143.33,162.14,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-26,SKU_20L,Familiar,20.0,Bidón,70,384,259,314,120,7.5,0.0,0.0,37.97,660,30128,18,24.2,27.1,80.7,0.0,False,1,2,1,False,False,False,False,Verano,93,106,104.14,82.22,164.56,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-27,SKU_20L,Familiar,20.0,Bidón,126,314,0,188,120,7.5,0.0,0.0,81.23,1256,58184,28,26.3,30.4,73.8,0.0,True,2,2,1,False,False,False,False,Verano,70,113,106.0,37.97,143.33,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-28,SKU_20L,Familiar,20.0,Bidón,77,188,0,111,120,7.5,0.0,0.0,60.07,777,55479,27,25.2,29.2,79.7,0.0,True,3,2,1,False,False,False,False,Verano,126,97,103.14,81.23,82.22,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-29,SKU_20L,Familiar,20.0,Bidón,99,305,194,206,120,7.5,0.0,0.0,0.0,0,0,0,26.0,28.5,69.6,0.0,True,4,2,1,False,False,False,True,Verano,77,109,101.71,60.07,37.97,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-01,SKU_20L,Familiar,20.0,Bidón,111,458,252,347,120,7.5,0.0,0.0,0.0,0,0,0,24.9,27.6,80.9,0.0,False,5,3,1,False,False,False,False,Verano,99,108,102.14,0.0,81.23,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-02,SKU_20L,Familiar,20.0,Bidón,112,347,0,235,120,7.5,0.0,0.0,0.0,0,0,0,24.9,28.4,68.4,0.0,True,6,3,1,True,False,False,False,Verano,111,139,98.29,0.0,60.07,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-03,SKU_20L,Familiar,20.0,Bidón,135,235,0,100,120,7.5,0.0,0.0,200.95,2336,238044,75,25.1,29.1,71.4,0.0,True,7,3,1,True,False,False,False,Verano,112,93,104.29,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-04,SKU_20L,Familiar,20.0,Bidón,94,402,302,308,120,7.5,0.0,0.0,202.21,1813,113019,62,24.4,27.1,75.7,1.8,False,1,3,1,False,False,False,False,Verano,135,70,107.71,200.95,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-05,SKU_20L,Familiar,20.0,Bidón,117,308,0,191,120,7.5,0.0,0.0,117.52,609,30332,9,25.4,28.8,75.6,0.0,True,2,3,1,False,False,False,False,Verano,94,126,106.43,202.21,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-06,SKU_20L,Familiar,20.0,Bidón,108,191,0,83,120,7.5,0.0,0.0,332.94,4214,240197,138,25.9,29.4,72.8,0.0,True,3,3,1,False,False,False,False,Verano,117,77,110.86,117.52,200.95,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-07,SKU_20L,Familiar,20.0,Bidón,120,357,274,237,120,7.5,0.0,0.0,239.54,2525,217371,105,25.6,28.3,70.3,0.0,True,4,3,1,False,False,False,False,Verano,108,99,113.86,332.94,202.21,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-08,SKU_20L,Familiar,20.0,Bidón,110,472,235,362,120,7.5,0.0,0.0,241.27,2155,143149,81,25.0,29.2,71.9,0.0,True,5,3,1,False,False,False,False,Verano,120,111,113.71,239.54,117.52,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-09,SKU_20L,Familiar,20.0,Bidón,155,362,0,207,120,7.5,0.0,0.0,210.31,2632,204202,83,26.2,29.4,74.8,0.0,True,6,3,1,True,False,False,False,Verano,110,112,119.86,241.27,332.94,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-10,SKU_20L,Familiar,20.0,Bidón,142,207,0,65,120,7.5,0.0,0.0,284.27,3382,317272,149,24.1,28.6,69.2,0.0,True,7,3,1,True,False,False,False,Verano,155,135,120.86,210.31,239.54,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-11,SKU_20L,Familiar,20.0,Bidón,94,416,351,322,120,7.5,0.0,0.0,226.1,2437,140840,71,25.4,29.8,77.3,0.0,True,1,3,1,False,False,False,False,Verano,142,94,120.86,284.27,241.27,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-12,SKU_20L,Familiar,20.0,Bidón,130,322,0,192,120,7.5,0.0,0.0,309.04,3758,242322,140,25.7,30.2,76.4,0.0,True,2,3,1,False,False,False,False,Verano,94,117,122.71,226.1,210.31,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-13,SKU_20L,Familiar,20.0,Bidón,143,192,0,49,120,7.5,0.0,0.0,255.94,2668,138096,108,26.0,30.8,71.9,0.0,True,3,3,1,False,False,False,False,Verano,130,108,127.71,309.04,284.27,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-14,SKU_20L,Familiar,20.0,Bidón,101,272,223,171,120,7.5,0.0,0.0,164.32,1446,63186,43,24.3,27.6,72.1,0.0,False,4,3,1,False,False,False,False,Verano,143,120,125.0,255.94,226.1,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-15,SKU_20L,Familiar,20.0,Bidón,150,448,277,298,120,7.5,0.0,0.0,319.09,3666,244293,98,26.3,29.0,74.6,0.0,True,5,3,1,False,False,True,False,Verano,101,110,130.71,164.32,309.04,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-16,SKU_20L,Familiar,20.0,Bidón,120,298,0,178,120,7.5,0.0,0.0,84.24,890,46644,36,24.2,28.9,81.1,0.0,True,6,3,1,True,False,False,False,Verano,150,155,125.71,319.09,255.94,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-17,SKU_20L,Familiar,20.0,Bidón,156,178,0,22,120,7.5,0.0,0.0,153.69,1831,116270,80,26.2,30.3,69.9,0.0,True,7,3,1,True,False,False,False,Verano,120,142,127.71,84.24,164.32,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-18,SKU_20L,Familiar,20.0,Bidón,91,252,230,161,120,7.5,0.0,0.0,0.0,0,0,0,25.6,30.2,73.6,0.0,True,1,3,1,False,False,False,False,Verano,156,94,127.29,153.69,319.09,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-19,SKU_20L,Familiar,20.0,Bidón,92,161,0,69,120,7.5,0.0,0.0,0.0,0,0,0,24.8,29.4,67.8,0.0,True,2,3,1,False,False,False,False,Verano,91,130,121.86,0.0,84.24,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-20,SKU_20L,Familiar,20.0,Bidón,97,432,363,335,120,7.5,0.0,0.0,0.0,0,0,0,25.5,28.2,78.3,0.0,True,3,3,1,False,False,False,False,Verano,92,143,115.29,0.0,153.69,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-21,SKU_20L,Familiar,20.0,Bidón,118,335,0,217,120,7.5,0.0,0.0,0.0,0,0,0,26.8,29.5,71.1,1.5,True,4,3,1,False,False,False,False,Verano,97,101,117.71,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-22,SKU_20L,Familiar,20.0,Bidón,113,502,285,389,120,7.5,0.0,0.0,0.0,0,0,0,26.4,30.7,68.8,0.0,True,5,3,1,False,False,False,False,Verano,118,150,112.43,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-23,SKU_20L,Familiar,20.0,Bidón,120,389,0,269,120,7.5,0.0,0.0,0.0,0,0,0,25.0,29.7,69.9,0.0,True,6,3,1,True,False,False,False,Verano,113,120,112.43,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-24,SKU_20L,Familiar,20.0,Bidón,153,269,0,116,120,7.5,0.0,0.0,0.0,0,0,0,26.4,29.0,72.1,0.0,True,7,3,1,True,False,False,False,Verano,120,156,112.0,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-25,SKU_20L,Familiar,20.0,Bidón,103,444,328,341,120,7.5,0.0,0.0,0.0,0,0,0,28.0,32.3,72.2,0.0,True,1,3,1,False,False,False,False,Verano,153,91,113.71,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-26,SKU_20L,Familiar,20.0,Bidón,104,341,0,237,120,7.5,0.0,0.0,0.0,0,0,0,27.0,29.6,72.3,0.0,True,2,3,1,False,False,False,False,Verano,103,92,115.43,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-27,SKU_20L,Familiar,20.0,Bidón,108,237,0,129,120,7.5,0.0,0.0,0.0,0,0,0,26.2,30.3,76.1,0.0,True,3,3,1,False,False,False,False,Verano,104,97,117.0,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-28,SKU_20L,Familiar,20.0,Bidón,133,376,247,243,120,7.5,0.0,0.0,0.0,0,0,0,24.6,28.6,71.5,0.0,True,4,3,1,False,True,False,False,Verano,108,118,119.14,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-29,SKU_20L,Familiar,20.0,Bidón,96,243,0,147,120,7.5,0.0,0.0,0.0,0,0,0,24.8,29.4,74.9,0.0,True,5,3,1,False,True,False,False,Verano,133,113,116.71,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-30,SKU_20L,Familiar,20.0,Bidón,144,147,0,3,120,7.5,0.0,0.0,0.0,0,0,0,25.3,30.2,80.3,0.0,True,6,3,1,True,False,True,False,Verano,96,120,120.14,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-31,SKU_20L,Familiar,20.0,Bidón,154,319,316,165,120,7.5,0.0,0.0,0.0,0,0,0,26.4,30.9,71.0,0.0,True,7,3,1,True,False,True,True,Verano,144,153,120.29,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-01,SKU_20L,Familiar,20.0,Bidón,82,523,358,441,120,7.5,0.0,0.0,31.05,414,23409,18,25.1,30.0,78.7,0.0,True,1,4,2,False,False,False,False,Intermedia,154,103,117.29,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-02,SKU_20L,Familiar,20.0,Bidón,66,441,0,375,120,7.5,0.0,0.0,51.85,812,47859,25,24.5,27.7,70.1,0.0,False,2,4,2,False,False,False,False,Intermedia,82,104,111.86,31.05,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-03,SKU_20L,Familiar,20.0,Bidón,87,375,0,288,120,7.5,0.0,0.0,42.08,610,37603,25,26.5,30.9,72.1,0.0,True,3,4,2,False,False,False,False,Intermedia,66,108,108.86,51.85,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-04,SKU_20L,Familiar,20.0,Bidón,83,288,0,205,120,7.5,0.0,0.0,95.41,1154,70804,25,26.3,29.1,65.8,0.0,True,4,4,2,False,False,False,False,Intermedia,87,133,101.71,42.08,31.05,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-05,SKU_20L,Familiar,20.0,Bidón,82,205,0,123,120,7.5,0.0,0.0,197.67,1987,128485,87,27.1,31.1,66.9,0.0,True,5,4,2,False,False,False,False,Intermedia,83,96,99.71,95.41,51.85,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-06,SKU_20L,Familiar,20.0,Bidón,117,497,374,380,120,7.5,0.0,0.0,58.5,737,29766,18,26.7,31.2,79.9,0.0,True,6,4,2,True,False,False,False,Intermedia,82,144,95.86,197.67,42.08,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-07,SKU_20L,Familiar,20.0,Bidón,117,380,0,263,120,7.5,0.0,0.0,212.63,2429,192787,103,28.2,32.9,77.4,0.0,True,7,4,2,True,False,False,False,Intermedia,117,154,90.57,58.5,95.41,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-08,SKU_20L,Familiar,20.0,Bidón,84,469,206,385,120,7.5,0.0,0.0,148.57,2242,160752,65,27.8,30.8,74.3,1.1,True,1,4,2,False,False,False,False,Intermedia,117,82,90.86,212.63,197.67,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-09,SKU_20L,Familiar,20.0,Bidón,80,385,0,305,120,7.5,0.0,0.0,204.56,2291,126665,81,25.2,28.8,78.9,0.0,True,2,4,2,False,False,False,False,Intermedia,84,66,92.86,148.57,58.5,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-10,SKU_20L,Familiar,20.0,Bidón,98,305,0,207,120,7.5,0.0,0.0,224.91,2038,118232,86,27.8,31.3,71.1,0.0,True,3,4,2,False,False,False,False,Intermedia,80,87,94.43,204.56,212.63,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-11,SKU_20L,Familiar,20.0,Bidón,106,207,0,101,120,7.5,0.0,0.0,292.15,3085,203997,128,26.6,29.8,75.0,0.0,True,4,4,2,False,False,False,False,Intermedia,98,83,97.71,224.91,148.57,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-12,SKU_20L,Familiar,20.0,Bidón,107,325,224,218,120,7.5,0.0,0.0,187.78,1995,138888,83,25.0,29.1,72.9,0.0,True,5,4,2,False,False,False,False,Intermedia,106,82,101.29,292.15,204.56,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-13,SKU_20L,Familiar,20.0,Bidón,115,218,0,103,120,7.5,0.0,0.0,186.76,2058,151127,71,25.8,29.1,74.5,0.0,True,6,4,2,True,False,False,False,Intermedia,107,117,101.0,187.78,224.91,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-14,SKU_20L,Familiar,20.0,Bidón,115,496,393,381,120,7.5,0.0,0.0,228.87,2405,131613,95,25.9,28.9,74.5,0.0,True,7,4,2,True,False,False,False,Intermedia,115,117,100.71,186.76,292.15,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-15,SKU_20L,Familiar,20.0,Bidón,111,687,306,576,120,7.5,0.0,0.0,221.93,2718,177177,110,26.0,28.7,70.1,0.0,True,1,4,2,False,False,True,False,Intermedia,115,84,104.57,228.87,187.78,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-16,SKU_20L,Familiar,20.0,Bidón,102,576,0,474,120,7.5,0.0,0.0,289.83,2966,169200,82,26.2,30.0,67.4,2.4,True,2,4,2,False,False,False,False,Intermedia,111,80,107.71,221.93,186.76,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-17,SKU_20L,Familiar,20.0,Bidón,89,474,0,385,120,7.5,0.0,0.0,111.38,1223,78852,46,26.1,30.8,73.1,0.0,True,3,4,2,False,False,False,False,Intermedia,102,98,106.43,289.83,228.87,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-18,SKU_20L,Familiar,20.0,Bidón,91,385,0,294,120,7.5,0.0,0.0,138.45,1366,73810,50,27.4,31.7,68.7,0.0,True,4,4,2,False,False,False,False,Intermedia,89,106,104.29,111.38,221.93,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-19,SKU_20L,Familiar,20.0,Bidón,93,294,0,201,120,7.5,0.0,0.0,0.0,0,0,0,26.5,30.5,62.8,0.0,True,5,4,2,False,False,False,False,Intermedia,91,107,102.29,138.45,289.83,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-20,SKU_20L,Familiar,20.0,Bidón,105,201,0,96,120,7.5,0.0,0.0,0.0,0,0,0,27.4,32.1,67.2,0.0,True,6,4,2,True,False,False,False,Intermedia,93,115,100.86,0.0,111.38,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-21,SKU_20L,Familiar,20.0,Bidón,98,312,216,214,120,7.5,0.0,0.0,0.0,0,0,0,26.6,30.4,68.0,0.0,True,7,4,2,True,False,False,False,Intermedia,105,115,98.43,0.0,138.45,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-22,SKU_20L,Familiar,20.0,Bidón,105,513,299,408,120,7.5,0.0,0.0,0.0,0,0,0,26.5,29.9,71.7,0.0,True,1,4,2,False,False,False,False,Intermedia,98,111,97.57,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-23,SKU_20L,Familiar,20.0,Bidón,82,408,0,326,120,7.5,0.0,0.0,0.0,0,0,0,28.0,32.5,74.1,0.0,True,2,4,2,False,False,False,False,Intermedia,105,102,94.71,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-24,SKU_20L,Familiar,20.0,Bidón,110,326,0,216,120,7.5,0.0,0.0,0.0,0,0,0,28.6,33.0,74.1,0.0,True,3,4,2,False,False,False,False,Intermedia,82,89,97.71,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
